game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
59,3/5/1997,34-016,CHI,SAS,W (+42),23:00,7,17,0.412,1,4,0.25,1,2,0.5,1,1,2,4,2,0,0,16,11.9,
60,3/7/1997,34-018,CHI,IND,W (+8),44:00:00,11,21,0.524,1,3,0.333,15,17,0.882,1,3,4,5,2,1,4,38,29.5,
61,3/9/1997,34-020,CHI,NYK,L (-4),46:00:00,14,31,0.452,0,3,0,8,9,0.889,2,4,6,4,1,0,1,36,24.1,
62,3/11/1997,34-022,CHI,BOS,W (+11),43:00:00,13,23,0.565,1,3,0.333,5,6,0.833,0,4,4,9,3,0,2,32,28.4,
63,3/12/1997,34-023,CHI,PHI,W (+4),37:00:00,9,24,0.375,1,4,0.25,4,5,0.8,0,5,5,3,2,1,4,23,10.9,
64,3/14/1997,34-025,CHI,NJN,L (-1),39:00:00,16,34,0.471,1,3,0.333,3,5,0.6,2,6,8,5,0,1,1,36,23.8,
65,3/15/1997,34-026,CHI,ATL,W (+20),29:00:00,5,11,0.455,0,1,0,0,0,,1,3,4,3,1,2,3,10,7,
66,3/18/1997,34-029,CHI,SEA,W (+2),50:00:00,10,28,0.357,0,4,0,12,13,0.923,8,10,18,2,0,0,8,32,16.8,
67,3/21/1997,34-032,CHI,IND,W (+19),40:00:00,11,25,0.44,1,3,0.333,13,14,0.929,4,2,6,4,2,1,2,36,29.4,
68,3/22/1997,34-033,CHI,DET,W (+15),35:00:00,8,20,0.4,3,6,0.5,4,4,1,2,3,5,7,2,1,0,23,20.9,
69,3/25/1997,34-036,CHI,DAL,W (+2),36:00:00,9,20,0.45,0,1,0,2,2,1,0,1,1,3,3,0,2,20,11.8,
70,3/27/1997,34-038,CHI,TOR,W (+13),41:00:00,5,17,0.294,0,0,,2,3,0.667,3,7,10,4,0,2,6,12,3.3,
71,3/29/1997,34-040,CHI,NJN,W (+10),39:00:00,9,21,0.429,1,2,0.5,2,3,0.667,2,4,6,10,0,2,0,21,19.3,
72,4/1/1997,34-043,CHI,BOS,W (+5),27:00:00,8,11,0.727,0,0,,5,9,0.556,0,8,8,2,2,0,2,21,18.3,
73,4/3/1997,34-045,CHI,WSB,L (-8),39:00:00,14,30,0.467,1,4,0.25,5,6,0.833,0,1,1,6,2,1,2,34,22.6,
74,4/4/1997,34-046,CHI,CLE,W (+13),38:00:00,9,16,0.563,0,1,0,4,5,0.8,1,4,5,3,1,2,0,22,19.6,
75,4/6/1997,34-048,CHI,ORL,W (+16),40:00:00,13,22,0.591,3,6,0.5,8,9,0.889,2,6,8,5,3,1,4,37,31.6,
76,4/7/1997,34-049,CHI,PHI,W (+26),30:00:00,13,25,0.52,3,4,0.75,1,2,0.5,3,5,8,2,3,2,2,30,24.3,
77,4/9/1997,34-051,CHI,IND,W (+6),41:00:00,8,19,0.421,0,3,0,7,8,0.875,0,3,3,2,5,0,6,23,13,
78,4/10/1997,34-052,CHI,NYK,W (+2),44:00:00,12,26,0.462,1,3,0.333,9,10,0.9,1,7,8,6,1,1,3,34,24.7,
79,4/13/1997,34-055,CHI,DET,L (-17),38:00:00,7,16,0.438,0,3,0,4,4,1,1,8,9,7,0,0,4,18,13.2,
80,4/14/1997,34-056,CHI,TOR,W (+17),35:00:00,12,24,0.5,4,7,0.571,2,2,1,2,9,11,10,3,1,2,30,30,
81,4/16/1997,34-058,CHI,MIA,L (-10),39:00:00,11,27,0.407,2,5,0.4,2,4,0.5,1,7,8,3,0,1,3,26,11.3,
82,4/19/1997,34-061,CHI,NYK,L (-2),39:00:00,14,22,0.636,1,1,1,4,8,0.5,0,3,3,3,2,0,4,33,21,
1,10/31/1997,34-256,CHI,BOS,L (-7),42:00:00,7,23,0.304,0,0,,16,21,0.762,1,5,6,4,2,1,3,30,18.6,
2,11/1/1997,34-257,CHI,PHI,W (+20),24:00:00,7,14,0.5,0,0,,2,2,1,1,6,7,2,2,0,3,16,10.7,
3,11/3/1997,34-259,CHI,SAS,W (+4),48:00:00,12,39,0.308,1,4,0.25,4,6,0.667,4,9,13,4,5,2,3,29,17.4,
4,11/5/1997,34-261,CHI,ORL,W (+13),41:00:00,11,25,0.44,0,3,0,7,9,0.778,4,13,17,4,0,0,0,29,23.8,
5,11/7/1997,34-263,CHI,ATL,L (-2),40:00:00,11,25,0.44,0,1,0,5,7,0.714,1,8,9,6,1,0,2,27,19,
6,11/8/1997,34-264,CHI,NJN,W (+13),33:00:00,5,13,0.385,0,1,0,5,8,0.625,1,4,5,2,2,0,2,15,8.8,
7,11/11/1997,34-267,CHI,CLE,L (-21),34:00:00,7,17,0.412,0,1,0,5,7,0.714,2,4,6,1,1,0,3,19,10,
8,11/12/1997,34-268,CHI,WAS,L (-7),40:00:00,10,28,0.357,0,2,0,8,12,0.667,2,5,7,3,4,2,5,28,15.8,
9,11/14/1997,34-270,CHI,CHH,W (+13),38:00:00,12,24,0.5,2,2,1,2,2,1,1,3,4,7,1,1,2,28,22.2,
10,11/15/1997,34-271,CHI,CLE,W (+9),39:00:00,11,26,0.423,1,1,1,4,7,0.571,0,2,2,4,2,0,5,27,11.6,
11,11/20/1997,34-276,CHI,PHO,L (-4),41:00:00,13,27,0.481,0,1,0,4,6,0.667,1,5,6,3,1,0,3,30,17.8,
12,11/21/1997,34-277,CHI,LAC,W (+9),52:00:00,18,38,0.474,0,2,0,13,19,0.684,2,3,5,5,1,1,4,49,29.5,
13,11/23/1997,34-279,CHI,SAC,W (+15),41:00:00,11,19,0.579,0,0,,11,12,0.917,1,2,3,5,2,1,2,33,28.8,
14,11/25/1997,34-281,CHI,SEA,L (-1),38:00:00,11,25,0.44,0,2,0,4,6,0.667,2,4,6,5,5,0,3,26,19.8,
15,11/28/1997,34-284,CHI,IND,L (-11),42:00:00,11,26,0.423,0,2,0,4,8,0.5,1,6,7,2,2,0,1,26,14.3,
16,11/29/1997,34-285,CHI,WAS,W (+5),37:00:00,10,21,0.476,1,1,1,8,12,0.667,0,4,4,3,2,0,2,29,18.8,
17,12/3/1997,34-289,CHI,BOS,W (+10),40:00:00,11,21,0.524,1,3,0.333,6,8,0.75,4,5,9,5,2,1,7,29,20.6,
18,12/5/1997,34-291,CHI,MIL,W (+22),35:00:00,4,16,0.25,0,3,0,5,6,0.833,3,6,9,2,1,0,1,13,7.1,
19,12/9/1997,34-295,CHI,NYK,W (+18),37:00:00,10,23,0.435,0,0,,9,9,1,1,3,4,4,1,0,4,29,16.7,
20,12/10/1997,34-296,CHI,ORL,L (-8),37:00:00,6,17,0.353,0,1,0,13,13,1,1,1,2,5,1,0,3,25,16.8,
21,12/12/1997,34-298,CHI,CHH,L (-2),41:00:00,12,24,0.5,0,0,,4,6,0.667,3,6,9,5,0,0,4,28,17.8,
22,12/13/1997,34-299,CHI,TOR,W (+27),27:00:00,4,16,0.25,0,0,,3,4,0.75,3,3,6,2,2,0,0,11,7.4,
23,12/15/1997,34-301,CHI,PHO,W (+7),36:00:00,10,23,0.435,0,1,0,11,12,0.917,3,6,9,4,4,1,2,31,27.1,
24,12/17/1997,34-303,CHI,LAL,W (+21),35:00:00,12,22,0.545,1,2,0.5,11,12,0.917,2,3,5,4,1,1,4,36,26.2,
25,12/20/1997,34-306,CHI,NJN,W (+8),42:00:00,10,23,0.435,0,0,,4,5,0.8,3,2,5,3,0,2,2,24,14.9,
26,12/23/1997,34-309,CHI,LAC,W (+5),40:00:00,9,24,0.375,0,1,0,9,12,0.75,7,5,12,4,0,1,2,27,20.5,
27,12/25/1997,34-311,CHI,MIA,W (+10),38:00:00,8,20,0.4,0,1,0,8,12,0.667,4,7,11,4,2,0,3,24,18.3,
28,12/27/1997,34-313,CHI,ATL,W (+7),36:00:00,18,26,0.692,0,0,,11,13,0.846,2,2,4,2,3,1,4,47,37.5,
29,12/29/1997,34-315,CHI,DAL,W (+6),41:00:00,16,29,0.552,0,1,0,9,11,0.818,1,6,7,0,0,2,2,41,27.8,
30,12/30/1997,34-316,CHI,MIN,L (-4),39:00:00,11,28,0.393,1,3,0.333,10,13,0.769,0,4,4,1,0,0,3,33,15.1,
31,1/2/1998,34-319,CHI,MIL,W (+14),43:00:00,15,22,0.682,1,1,1,13,15,0.867,1,4,5,1,2,0,0,44,38,
32,1/3/1998,34-320,CHI,DET,W (+9),47:00:00,12,25,0.48,0,1,0,10,11,0.909,0,9,9,9,1,2,4,34,27.5,
33,1/6/1998,34-323,CHI,BOS,W (+11),41:00:00,5,13,0.385,0,1,0,9,12,0.75,1,2,3,4,3,0,3,19,14.8,
34,1/7/1998,34-324,CHI,MIA,L (-27),37:00:00,12,27,0.444,1,2,0.5,1,3,0.333,2,2,4,1,1,0,1,26,13.8,
35,1/9/1998,34-326,CHI,NYK,W (+1),41:00:00,17,33,0.515,1,4,0.25,9,10,0.9,1,3,4,2,3,1,1,44,31.8,
36,1/10/1998,34-327,CHI,GSW,W (+5),38:00:00,13,31,0.419,0,1,0,6,10,0.6,4,2,6,3,0,0,1,32,18.4,
37,1/13/1998,34-330,CHI,SEA,W (+10),38:00:00,12,27,0.444,0,2,0,16,18,0.889,1,0,1,2,0,0,1,40,24.2,
38,1/15/1998,34-332,CHI,PHI,L (-10),38:00:00,9,23,0.391,0,1,0,2,4,0.5,2,7,9,4,2,0,4,20,10.6,
39,1/16/1998,34-333,CHI,MIL,W (+10),40:00:00,10,20,0.5,1,1,1,6,7,0.857,0,8,8,2,1,1,3,27,17.9,
40,1/18/1998,34-335,CHI,HOU,W (+6),41:00:00,16,29,0.552,2,2,1,11,12,0.917,0,3,3,3,3,1,4,45,32.6,
41,1/21/1998,34-338,CHI,CHH,W (+31),31:00:00,14,23,0.609,1,3,0.333,4,4,1,1,4,5,6,3,1,1,33,30.5,
42,1/23/1998,34-340,CHI,NJN,W (+2),44:00:00,10,23,0.435,0,1,0,12,13,0.923,0,5,5,1,1,1,4,32,18.6,
43,1/25/1998,34-342,CHI,UTA,L (-7),44:00:00,13,26,0.5,0,4,0,6,7,0.857,3,2,5,7,2,0,3,32,23.6,
44,1/27/1998,34-344,CHI,VAN,W (+18),32:00:00,7,15,0.467,0,0,,6,6,1,0,0,0,3,1,1,1,20,15.1,
45,1/29/1998,34-346,CHI,POR,W (+13),39:00:00,11,24,0.458,0,1,0,7,7,1,1,4,5,4,1,0,0,29,21.9,
46,1/30/1998,34-347,CHI,GSW,W (+7),41:00:00,2,17,0.118,0,0,,10,11,0.909,3,5,8,3,3,1,2,14,9.9,
47,2/1/1998,34-349,CHI,LAL,L (-25),37:00:00,11,26,0.423,0,1,0,9,12,0.75,0,5,5,2,1,0,1,31,18.9,
48,2/2/1998,34-350,CHI,DEN,W (+39),33:00:00,6,12,0.5,0,0,,3,4,0.75,1,5,6,3,1,0,0,15,13.5,
49,2/4/1998,34-352,CHI,UTA,L (-8),43:00:00,17,37,0.459,1,5,0.2,5,6,0.833,2,5,7,3,2,1,1,40,26.4,
50,2/10/1998,34-358,CHI,TOR,W (+7),34:00:00,8,21,0.381,0,3,0,2,5,0.4,2,3,5,1,2,0,2,18,7.9,
51,2/11/1998,34-359,CHI,CHH,W (+2),41:00:00,11,22,0.5,0,0,,7,9,0.778,1,3,4,6,0,0,1,29,21.2,
52,2/13/1998,34-361,CHI,ATL,W (+2),36:00:00,14,22,0.636,0,1,0,9,12,0.75,3,4,7,1,1,0,2,37,29,
53,2/15/1998,34-363,CHI,DET,W (+9),41:00:00,7,17,0.412,0,1,0,7,8,0.875,1,11,12,5,3,0,3,21,17.8,
54,2/17/1998,35-000,CHI,IND,W (+8),39:00:00,13,23,0.565,0,2,0,1,3,0.333,2,2,4,6,1,1,2,27,19.6,
55,2/19/1998,35-002,CHI,TOR,W (+37),28:00:00,5,9,0.556,1,2,0.5,5,6,0.833,0,4,4,5,0,0,1,16,14.2,
56,2/21/1998,35-004,CHI,WAS,W (+6),42:00:00,8,23,0.348,0,0,,3,5,0.6,3,5,8,3,1,2,1,19,11.2,
57,2/23/1998,35-006,CHI,CLE,W (+22),29:00:00,7,14,0.5,0,1,0,3,4,0.75,2,5,7,6,0,1,2,17,14.2,
58,2/25/1998,35-008,CHI,POR,L (-5),42:00:00,9,26,0.346,0,2,0,15,17,0.882,1,3,4,3,4,1,3,33,22.2,
59,2/28/1998,35-011,CHI,SAC,W (+15),39:00:00,10,17,0.588,0,1,0,8,9,0.889,1,1,2,2,0,0,2,28,19.7,
60,3/3/1998,35-014,CHI,DEN,W (+28),40:00:00,12,19,0.632,0,0,,6,6,1,0,7,7,2,2,0,2,30,24.6,
61,3/8/1998,35-019,CHI,NYK,W (+13),43:00:00,17,33,0.515,1,2,0.5,7,9,0.778,3,5,8,6,3,1,2,42,34,
62,3/10/1998,35-021,CHI,MIA,W (+15),39:00:00,17,30,0.567,1,2,0.5,2,2,1,0,4,4,4,1,1,1,37,26.7,
63,3/12/1998,35-023,CHI,DAL,L (-7),47:00:00,10,24,0.417,1,3,0.333,5,11,0.455,4,3,7,3,1,1,1,26,15.7,
64,3/14/1998,35-025,CHI,SAS,W (+10),42:00:00,12,22,0.545,0,0,,6,7,0.857,2,3,5,3,2,1,3,30,22.3,
65,3/16/1998,35-027,CHI,NJN,W (+16),33:00:00,6,15,0.4,0,1,0,5,8,0.625,2,5,7,1,1,0,4,17,7.9,
66,3/17/1998,35-028,CHI,IND,W (+6),42:00:00,14,28,0.5,1,3,0.333,6,9,0.667,1,3,4,2,1,0,2,35,21.4,
67,3/20/1998,35-031,CHI,VAN,W (+6),39:00:00,8,13,0.615,1,2,0.5,7,10,0.7,0,4,4,3,0,1,3,24,17.5,
68,3/22/1998,35-033,CHI,TOR,W (+2),41:00:00,13,28,0.464,0,2,0,7,7,1,0,4,4,3,5,3,2,33,25.8,
69,3/23/1998,35-034,CHI,BOS,W (+23),36:00:00,11,22,0.5,0,1,0,2,2,1,1,6,7,2,2,1,2,24,17.2,
70,3/25/1998,35-036,CHI,ORL,W (+15),38:00:00,8,21,0.381,1,3,0.333,0,1,0,2,5,7,8,5,0,0,17,17.8,
71,3/27/1998,35-038,CHI,ATL,W (+15),43:00:00,13,26,0.5,0,0,,8,12,0.667,1,4,5,4,0,1,2,34,21.6,
72,3/29/1998,35-040,CHI,MIL,W (+17),35:00:00,13,24,0.542,0,1,0,4,5,0.8,1,1,2,0,2,0,0,30,19.8,
73,3/31/1998,35-042,CHI,DET,W (+5),47:00:00,11,26,0.423,0,2,0,4,4,1,1,2,3,8,4,2,4,26,18.5,
74,4/3/1998,35-045,CHI,MIN,W (+14),38:00:00,16,25,0.64,2,6,0.333,7,8,0.875,3,3,6,4,1,0,0,41,35.9,
75,4/5/1998,35-047,CHI,HOU,W (+15),37:00:00,18,31,0.581,0,0,,4,4,1,2,2,4,3,3,0,2,40,29.4,
76,4/7/1998,35-049,CHI,WAS,W (+18),33:00:00,11,21,0.524,1,2,0.5,7,8,0.875,1,3,4,3,1,1,2,30,22.7,
77,4/9/1998,35-051,CHI,CLE,L (-6),37:00:00,10,24,0.417,0,2,0,9,12,0.75,0,6,6,4,0,0,4,29,14.4,
78,4/11/1998,35-053,CHI,ORL,W (+9),35:00:00,15,25,0.6,3,5,0.6,4,10,0.4,1,3,4,2,4,0,0,37,29.3,
79,4/13/1998,35-055,CHI,IND,L (-9),41:00:00,7,19,0.368,1,1,1,12,14,0.857,0,4,4,3,3,0,4,27,18,
80,4/15/1998,35-057,CHI,DET,L (-8),43:00:00,7,25,0.28,0,3,0,5,10,0.5,4,2,6,4,1,0,2,19,5.9,
81,4/17/1998,35-059,CHI,PHI,W (+7),39:00:00,9,19,0.474,0,2,0,6,8,0.75,1,5,6,2,5,0,4,24,16.1,
82,4/18/1998,35-060,CHI,NYK,W (+2),40:00:00,11,24,0.458,0,0,,22,24,0.917,0,3,3,3,1,0,1,44,33.4,
1,10/30/2001,38-255,WAS,NYK,L (-2),37:00:00,7,21,0.333,0,3,0,5,6,0.833,3,2,5,6,4,0,3,19,13.4,
2,11/1/2001,38-257,WAS,ATL,W (+10),40:00:00,13,30,0.433,0,3,0,5,6,0.833,0,6,6,6,2,0,1,31,21,
3,11/3/2001,38-259,WAS,PHI,W (+14),38:00:00,7,21,0.333,0,0,,6,9,0.667,2,4,6,9,2,1,2,20,16.1,
4,11/4/2001,38-260,WAS,DET,L (-22),22:00,8,18,0.444,0,0,,3,3,1,0,8,8,2,1,0,1,19,13,
5,11/7/2001,38-263,WAS,BOS,L (-9),41:00:00,12,26,0.462,0,1,0,8,10,0.8,2,6,8,2,2,0,5,32,18.6,
6,11/9/2001,38-265,WAS,GSW,L (-9),38:00:00,13,30,0.433,0,1,0,6,8,0.75,0,3,3,3,3,0,3,32,17.2,
7,11/11/2001,38-267,WAS,SEA,L (-15),39:00:00,5,26,0.192,0,1,0,6,6,1,3,9,12,4,1,2,1,16,7.2,
8,11/14/2001,38-270,WAS,MIL,L (-9),41:00:00,12,24,0.5,0,1,0,7,8,0.875,1,3,4,3,2,1,3,31,20.8,
9,11/16/2001,38-272,WAS,UTA,L (-9),41:00:00,17,33,0.515,1,2,0.5,9,11,0.818,3,4,7,3,1,0,0,44,33.3,
10,11/20/2001,38-276,WAS,CHH,L (-7),41:00:00,13,23,0.565,1,2,0.5,3,4,0.75,0,4,4,6,2,0,5,30,19.5,
11,11/22/2001,38-278,WAS,IND,L (-7),40:00:00,8,26,0.308,0,1,0,5,5,1,0,5,5,6,2,1,3,21,11,
12,11/24/2001,38-280,WAS,BOS,W (+4),45:00:00,7,24,0.292,0,1,0,3,3,1,1,10,11,6,1,0,2,17,8.7,
13,11/27/2001,38-283,WAS,CLE,L (-19),31:00:00,9,24,0.375,0,0,,0,0,,1,3,4,5,1,0,0,18,10.1,
14,11/28/2001,38-284,WAS,PHI,W (+7),38:00:00,11,27,0.407,0,1,0,8,10,0.8,0,6,6,7,5,1,1,30,25.3,
15,11/30/2001,38-286,WAS,MIA,W (+9),38:00:00,10,20,0.5,0,1,0,2,3,0.667,1,6,7,5,0,0,2,22,14.8,
16,12/1/2001,38-287,WAS,ORL,L (-9),33:00:00,6,19,0.316,0,0,,3,3,1,0,7,7,7,0,2,2,15,8.9,
17,12/6/2001,38-292,WAS,HOU,W (+3),33:00:00,9,23,0.391,0,0,,0,0,,0,6,6,7,0,0,4,18,7.4,
18,12/8/2001,38-294,WAS,DAL,W (+7),35:00:00,7,21,0.333,0,1,0,7,9,0.778,2,10,12,4,4,0,1,21,17.3,
19,12/11/2001,38-297,WAS,MEM,W (+10),31:00:00,8,19,0.421,0,1,0,0,0,,0,6,6,9,0,0,0,16,13.2,
20,12/12/2001,38-298,WAS,MIA,W (+2),34:00:00,9,23,0.391,0,1,0,7,11,0.636,0,6,6,7,1,1,1,25,18.3,
21,12/14/2001,38-300,WAS,NYK,W (+16),34:00:00,8,19,0.421,0,1,0,3,3,1,0,6,6,6,1,2,5,19,10.7,
22,12/16/2001,38-302,WAS,TOR,W (+5),36:00:00,8,21,0.381,0,0,,5,6,0.833,2,2,4,3,3,0,4,21,11,
23,12/19/2001,38-305,WAS,ATL,W (+27),27:00:00,11,19,0.579,0,1,0,1,1,1,1,3,4,6,1,1,2,23,18.8,
24,12/21/2001,38-307,WAS,ORL,W (+18),34:00:00,3,16,0.188,0,0,,6,6,1,3,3,6,8,1,0,3,12,8.2,
25,12/22/2001,38-308,WAS,NYK,W (+1),36:00:00,11,22,0.5,0,0,,4,7,0.571,0,1,1,3,1,0,4,26,12.4,
26,12/26/2001,38-312,WAS,CHH,L (-6),35:00:00,11,28,0.393,1,2,0.5,5,6,0.833,1,3,4,7,1,0,3,28,15.3,
27,12/27/2001,38-313,WAS,IND,L (-27),25:00:00,2,10,0.2,1,2,0.5,1,2,0.5,2,2,4,4,0,0,4,6,-0.2,
28,12/29/2001,38-315,WAS,CHH,W (+17),38:00:00,21,38,0.553,0,2,0,9,10,0.9,2,5,7,4,3,0,4,51,35.9,
29,12/31/2001,38-317,WAS,NJN,W (+22),39:00:00,16,32,0.5,1,3,0.333,12,13,0.923,0,10,10,7,3,0,3,45,35.7,
30,1/4/2002,38-321,WAS,CHI,W (+6),38:00:00,9,24,0.375,0,2,0,11,13,0.846,0,7,7,3,2,2,5,29,16,
31,1/8/2002,38-325,WAS,LAC,W (+8),42:00:00,9,24,0.375,0,0,,0,1,0,2,8,10,8,1,0,4,18,10.4,
32,1/11/2002,38-328,WAS,MIL,L (-19),33:00:00,10,24,0.417,0,0,,2,4,0.5,0,3,3,3,1,0,6,22,5.6,
33,1/12/2002,38-329,WAS,MIN,L (-8),40:00:00,14,30,0.467,0,0,,7,7,1,0,6,6,4,1,1,5,35,20.1,
34,1/15/2002,38-332,WAS,SAS,L (-5),40:00:00,5,21,0.238,0,0,,10,16,0.625,0,1,1,4,0,1,4,20,4.7,
35,1/16/2002,38-333,WAS,NJN,L (-44),18:00,4,14,0.286,0,0,,2,2,1,0,2,2,1,1,1,1,10,3.4,
36,1/19/2002,38-336,WAS,CHI,W (+8),41:00:00,7,21,0.333,0,2,0,2,6,0.333,0,12,12,4,2,2,9,16,1.7,
37,1/21/2002,38-338,WAS,MIN,L (-4),39:00:00,12,34,0.353,1,4,0.25,4,5,0.8,4,10,14,3,0,0,1,29,16.1,
38,1/22/2002,38-339,WAS,PHI,L (-7),42:00:00,14,27,0.519,1,2,0.5,1,1,1,2,6,8,6,2,1,5,30,20.2,
39,1/24/2002,38-341,WAS,CLE,W (+9),40:00:00,18,29,0.621,0,0,,4,7,0.571,1,7,8,2,2,0,0,40,31.1,
40,1/26/2002,38-343,WAS,PHO,W (+10),40:00:00,17,30,0.567,0,0,,7,9,0.778,2,2,4,7,2,0,2,41,32.1,
41,1/29/2002,38-346,WAS,DET,L (-3),42:00:00,13,30,0.433,0,0,,6,8,0.75,0,5,5,7,2,0,3,32,20.8,
42,1/31/2002,38-348,WAS,CLE,W (+1),40:00:00,11,27,0.407,0,1,0,4,4,1,1,4,5,8,1,0,4,26,16,
43,2/1/2002,38-349,WAS,ATL,W (+7),38:00:00,10,24,0.417,0,1,0,8,10,0.8,0,4,4,8,2,2,1,28,22.8,
44,2/3/2002,38-351,WAS,IND,W (+20),41:00:00,11,19,0.579,1,1,1,0,0,,1,4,5,6,0,0,0,23,19.4,
45,2/5/2002,38-353,WAS,TOR,W (+5),40:00:00,10,21,0.476,0,1,0,3,4,0.75,1,6,7,5,0,0,2,23,14.7,
46,2/7/2002,38-355,WAS,SAC,W (+7),41:00:00,12,30,0.4,0,1,0,1,1,1,2,4,6,9,1,0,1,25,16.9,
47,2/12/2002,38-360,WAS,LAL,L (-9),41:00:00,8,20,0.4,0,0,,6,8,0.75,0,5,5,6,2,1,4,22,14.4,
48,2/14/2002,38-362,WAS,SAC,L (-16),33:00:00,6,18,0.333,0,0,,4,6,0.667,0,1,1,4,1,0,3,16,6.1,
49,2/15/2002,38-363,WAS,PHO,W (+1),37:00:00,7,19,0.368,0,0,,8,9,0.889,0,6,6,4,2,2,5,22,13.3,
50,2/18/2002,39-001,WAS,HOU,L (-13),36:00:00,5,12,0.417,0,1,0,1,2,0.5,1,5,6,11,0,0,2,11,11.3,
51,2/21/2002,39-004,WAS,NJN,L (-11),37:00:00,7,17,0.412,0,1,0,2,2,1,0,5,5,6,3,0,4,16,10.8,
52,2/23/2002,39-006,WAS,MIA,L (-2),37:00:00,13,25,0.52,1,1,1,10,12,0.833,1,4,5,7,0,0,4,37,25.5,
53,2/24/2002,39-007,WAS,MIA,L (-12),30:00:00,4,13,0.308,1,2,0.5,0,1,0,0,5,5,6,3,0,6,9,3,
54,3/20/2002,39-031,WAS,DEN,W (+32),16:00,2,9,0.222,0,0,,3,3,1,0,1,1,2,2,0,2,7,3.2,
55,3/21/2002,39-032,WAS,UTA,L (-15),22:00,4,12,0.333,0,0,,3,4,0.75,0,4,4,4,1,0,1,11,7.8,
56,3/24/2002,39-035,WAS,TOR,L (-1),22:00,6,17,0.353,0,0,,2,2,1,0,3,3,2,2,0,3,14,4.2,
57,3/26/2002,39-037,WAS,DEN,W (+16),20:00,4,9,0.444,0,1,0,1,3,0.333,1,2,3,6,0,0,1,9,7.2,
58,3/29/2002,39-040,WAS,MIL,W (+9),26:00:00,12,22,0.545,0,0,,10,12,0.833,0,3,3,1,0,0,0,34,23.8,
59,3/31/2002,39-042,WAS,DAL,L (-7),28:00:00,4,14,0.286,0,0,,2,2,1,1,2,3,5,1,1,2,10,5.9,
60,4/2/2002,39-044,WAS,LAL,L (-20),12:00,1,5,0.2,0,0,,0,0,,0,3,3,3,0,0,0,2,1.5,
1,10/30/2002,39-255,WAS,TOR,L (-6),25:00:00,4,14,0.286,0,0,,0,2,0,0,3,3,1,3,0,2,8,0.4,
2,10/31/2002,39-256,WAS,BOS,W (+45),21:00,8,15,0.533,0,0,,5,5,1,0,4,4,5,2,1,0,21,20.7,
3,11/2/2002,39-258,WAS,NJN,L (-8),27:00:00,7,16,0.438,1,2,0.5,6,8,0.75,0,2,2,2,2,0,0,21,15,
4,11/5/2002,39-261,WAS,MIN,L (-4),29:00:00,5,14,0.357,0,0,,0,0,,0,2,2,1,1,0,1,10,2.7,
5,11/6/2002,39-262,WAS,CLE,W (+7),24:00:00,2,6,0.333,0,1,0,2,3,0.667,1,2,3,4,3,0,1,6,7.1,
6,11/8/2002,39-264,WAS,LAL,W (+1),30:00:00,9,14,0.643,0,0,,7,12,0.583,0,3,3,3,2,0,2,25,18.2,
7,11/9/2002,39-265,WAS,CLE,W (+14),31:00:00,5,11,0.455,0,1,0,2,2,1,2,6,8,6,0,2,0,12,13.9,
8,11/12/2002,39-268,WAS,SEA,L (-6),31:00:00,13,22,0.591,0,0,,1,2,0.5,1,5,6,4,1,1,4,27,18.7,
9,11/14/2002,39-270,WAS,UTA,W (+3),34:00:00,7,17,0.412,0,1,0,5,5,1,0,6,6,1,1,0,3,19,8.8,
10,11/16/2002,39-272,WAS,MIA,W (+30),19:00,4,5,0.8,0,0,,0,0,,0,5,5,2,2,0,1,8,8.8,
11,11/17/2002,39-273,WAS,PHI,L (-16),28:00:00,9,16,0.563,1,2,0.5,0,0,,0,2,2,3,1,0,5,19,9.7,
12,11/22/2002,39-278,WAS,HOU,L (-7),30:00:00,4,15,0.267,0,0,,0,0,,0,2,2,1,0,0,1,8,-1.4,
13,11/23/2002,39-279,WAS,MEM,L (-11),32:00:00,9,18,0.5,0,0,,2,2,1,2,4,6,5,2,0,3,20,15.7,
14,11/26/2002,39-282,WAS,IND,L (-4),34:00:00,10,21,0.476,3,3,1,5,8,0.625,0,1,1,2,3,0,1,28,19,
15,11/29/2002,39-285,WAS,IND,L (-16),30:00:00,6,15,0.4,0,1,0,2,2,1,0,4,4,1,1,0,1,14,7,
16,11/30/2002,39-286,WAS,PHI,L (-1),37:00:00,8,20,0.4,0,2,0,0,0,,1,3,4,2,0,1,2,16,5.7,
17,12/3/2002,39-289,WAS,MIL,W (+25),30:00:00,9,20,0.45,0,0,,7,8,0.875,0,7,7,4,0,0,1,25,17.7,
18,12/4/2002,39-290,WAS,DET,W (+5),39:00:00,5,14,0.357,0,0,,11,16,0.688,2,7,9,4,6,2,3,21,21.1,
19,12/6/2002,39-292,WAS,ORL,L (-10),39:00:00,7,21,0.333,0,0,,2,2,1,1,5,6,0,0,0,3,16,2.1,
20,12/7/2002,39-293,WAS,NYK,W (+3),37:00:00,9,18,0.5,0,1,0,2,4,0.5,0,9,9,2,3,0,2,20,14.1,
21,12/10/2002,39-296,WAS,POR,L (-19),29:00:00,6,10,0.6,0,0,,2,2,1,2,3,5,1,1,1,1,14,13.1,
22,12/13/2002,39-299,WAS,NJN,L (-14),40:00:00,5,20,0.25,0,0,,2,2,1,0,5,5,4,2,0,4,12,1.5,
